order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
2753164,12341,prior,5,2,12,6.0
521961,187115,prior,15,0,16,9.0
3261493,37866,prior,41,5,13,1.0
1014426,133643,prior,8,0,16,22.0
2717357,191355,prior,36,0,10,7.0
2754627,122350,prior,46,1,9,7.0
1791736,176896,prior,15,4,14,2.0
1189703,140543,prior,32,4,18,16.0
293964,120450,prior,25,0,22,7.0
1741058,21247,prior,7,5,14,5.0
1599287,134782,prior,28,0,13,9.0
1597409,164215,prior,9,0,13,20.0
1591944,199737,prior,12,3,7,14.0
2192890,60082,prior,17,3,16,9.0
480711,177669,prior,15,3,15,6.0
898108,164853,prior,20,4,9,7.0
563062,172206,prior,24,5,19,5.0
2160856,203744,prior,1,0,22,
2322504,149610,prior,4,5,14,21.0
1431726,154658,prior,4,1,18,5.0
880399,200090,prior,8,1,9,5.0
615919,125312,prior,22,3,15,4.0
1542750,176455,prior,5,6,10,13.0
2805416,102911,prior,15,1,10,7.0
444856,85097,test,6,4,19,8.0
1092206,114385,prior,31,3,13,7.0
1149249,148054,prior,97,4,20,1.0
2815936,72351,prior,24,2,11,7.0
2621832,136293,prior,12,0,16,13.0
1647116,94413,prior,41,1,16,4.0
1733903,2387,prior,52,5,10,2.0
1044750,169385,train,4,4,15,30.0
1004925,91570,prior,6,2,22,30.0
2189740,23737,train,9,0,14,29.0
2570718,64939,prior,25,4,11,8.0
989305,72037,prior,4,3,15,27.0
3061445,37168,prior,5,6,20,14.0
2133725,35559,prior,33,1,9,7.0
1334864,53794,prior,8,0,14,5.0
2520888,43905,prior,9,3,14,30.0
809289,131325,prior,4,4,17,7.0
605712,116895,train,18,3,12,30.0
1231097,141669,prior,1,6,11,
268412,74369,prior,4,4,18,30.0
2105271,152854,prior,57,2,10,9.0
3017277,33497,prior,2,0,18,15.0
2002278,45759,prior,1,4,10,
1900633,87471,prior,5,5,23,30.0
2683456,76176,prior,16,6,11,4.0
2377361,199058,prior,6,0,11,28.0
723320,110618,prior,11,6,16,3.0
3406759,16530,prior,14,1,17,7.0
1067387,5287,prior,51,2,12,5.0
925115,44486,prior,21,5,16,2.0
315551,84183,prior,12,2,10,18.0
1875023,168835,prior,1,2,13,
1943743,122051,prior,15,1,14,7.0
1562397,19276,prior,35,5,15,30.0
2428125,131226,prior,2,3,9,5.0
829701,185208,prior,37,2,13,6.0
1435655,187510,prior,6,0,10,11.0
1898947,157366,prior,13,5,6,10.0
991646,63744,prior,13,3,8,5.0
1406791,135287,prior,10,6,11,20.0
3232464,197354,prior,32,6,12,4.0
548384,89592,prior,33,5,17,4.0
936939,115784,prior,42,0,15,7.0
2788576,114493,prior,11,4,10,7.0
368607,77217,prior,11,1,15,22.0
3089680,159278,prior,10,1,8,10.0
1262613,157696,prior,9,3,12,6.0
916552,5802,prior,29,4,13,3.0
1206003,110456,prior,17,3,7,3.0
606983,8502,prior,62,6,10,5.0
1886172,161436,prior,1,0,9,
1359019,177926,prior,3,4,16,13.0
3388482,200156,prior,68,1,7,4.0
1617309,172693,prior,8,1,20,1.0
3004921,193282,prior,55,0,13,4.0
1719297,138899,prior,7,1,16,30.0
2241842,26032,prior,11,2,8,9.0
1369073,161406,prior,5,2,14,21.0
2177766,70503,prior,14,1,7,2.0
656209,36335,prior,2,4,13,1.0
1701546,113364,prior,1,2,18,
1885164,107634,prior,4,4,10,6.0
3127882,37801,prior,22,0,17,7.0
555240,165319,prior,13,0,16,27.0
874507,15081,prior,9,5,20,30.0
191543,44217,prior,39,2,21,10.0
2993038,43115,prior,6,2,17,4.0
1468501,28822,prior,9,4,21,7.0
1881444,137963,prior,5,1,15,9.0
2420855,201856,prior,8,0,12,30.0
1531148,30648,prior,27,1,18,7.0
2654390,50639,prior,5,6,16,30.0
137419,48527,prior,74,3,17,1.0
255742,158104,prior,2,0,16,7.0
1577629,205944,prior,15,6,10,1.0
2462188,98188,prior,34,5,18,8.0
709891,24091,prior,51,3,12,12.0
660926,10952,prior,1,1,13,
1751412,43681,prior,1,6,10,
807424,8266,prior,5,0,9,20.0
2472171,179743,prior,28,1,12,7.0
2504946,80646,prior,5,1,11,6.0
202194,144397,train,9,3,7,30.0
551919,7462,prior,3,1,14,29.0
2083122,35629,prior,64,0,18,6.0
2842768,138594,prior,14,0,13,7.0
2678414,23668,prior,3,4,12,2.0
807405,85124,prior,17,1,9,7.0
3210084,43293,prior,3,0,16,19.0
1132841,151314,prior,3,4,11,20.0
1884780,199469,prior,2,6,11,30.0
1309093,169681,prior,28,5,19,11.0
1048598,100103,prior,21,1,11,6.0
524650,72231,prior,26,1,9,5.0
2116002,89307,prior,15,5,16,2.0
2209080,46187,prior,3,1,9,6.0
2616793,199866,prior,3,0,10,21.0
428422,13144,prior,12,1,14,16.0
1246288,164001,prior,5,0,11,0.0
2816712,76171,prior,20,1,21,16.0
915773,3378,prior,30,2,9,0.0
1431505,107949,prior,51,5,13,3.0
1017424,6249,prior,13,4,12,14.0
1173505,16668,prior,6,1,9,14.0
414292,123902,prior,2,4,15,2.0
2360015,5891,prior,11,3,9,10.0
3414182,176845,prior,14,3,15,5.0
484393,129712,prior,32,1,10,12.0
3262014,205769,prior,6,5,13,2.0
3417022,66092,prior,7,6,22,3.0
3194071,52868,prior,12,1,20,4.0
3285931,112778,prior,10,4,12,6.0
2516123,86382,prior,12,6,7,5.0
1285417,83709,prior,24,0,23,13.0
137279,89930,prior,62,1,16,4.0
476131,21959,prior,2,6,21,5.0
2643624,94907,prior,14,1,12,22.0
2403860,52095,prior,13,1,15,1.0
371259,92560,prior,2,6,14,4.0
1063119,73471,prior,7,5,13,2.0
698523,192829,prior,11,0,10,8.0
2916458,144682,prior,10,1,8,10.0
1829735,141726,prior,4,0,14,9.0
842741,8929,prior,2,3,12,10.0
1210110,19505,prior,1,6,17,
473608,86033,prior,6,1,20,30.0
1352187,48201,prior,13,5,20,5.0
2000794,121137,prior,24,3,23,14.0
578330,142216,prior,3,1,18,5.0
1867084,167708,prior,7,2,17,10.0
1755456,20616,prior,51,3,11,4.0
2545623,60635,prior,6,2,9,22.0
279509,88131,prior,27,5,16,11.0
1230107,67434,prior,8,1,8,25.0
333671,28464,prior,62,2,11,5.0
157379,28898,prior,2,5,18,9.0
1859566,11008,prior,2,0,16,21.0
1689297,86276,prior,1,2,16,
1575143,31057,prior,22,0,16,4.0
1622837,67438,prior,21,3,8,1.0
2463533,15105,prior,7,4,9,24.0
2745564,34876,prior,3,0,20,6.0
1374881,78013,prior,1,3,9,
1973654,126198,prior,26,6,16,6.0
1474827,97246,prior,7,5,15,22.0
689230,41645,prior,3,0,10,30.0
3013264,21792,prior,27,3,13,9.0
1831527,86565,prior,2,2,10,30.0
2890640,79421,prior,30,2,8,5.0
3197542,186552,prior,7,0,13,22.0
1531909,27899,prior,12,2,11,8.0
3329384,98279,prior,3,2,9,28.0
338982,93285,prior,13,5,14,8.0
2574549,156436,prior,13,2,16,10.0
3340607,36196,prior,7,1,8,6.0
1104109,35629,prior,19,1,13,4.0
1840371,7404,prior,12,6,14,18.0
3285114,17487,prior,3,3,15,12.0
880049,91414,train,5,5,21,30.0
2501740,142210,prior,7,1,17,5.0
977065,74840,prior,75,4,12,4.0
175371,20008,prior,44,4,12,4.0
1043468,157324,prior,19,1,18,8.0
725146,160000,prior,27,6,14,7.0
992977,177893,prior,35,1,9,4.0
701473,85654,prior,4,6,15,8.0
143315,7191,prior,25,2,11,1.0
3104173,11886,prior,8,3,12,16.0
1770372,203040,prior,31,2,9,2.0
2362014,81365,prior,3,6,11,13.0
1152468,37854,prior,20,4,13,7.0
3086562,12235,prior,3,2,14,14.0
1316493,146909,prior,29,3,13,3.0
924861,48384,prior,1,0,15,
166830,12020,train,13,5,17,30.0
2085806,78114,prior,7,6,15,0.0
1670824,156598,prior,2,1,10,30.0
2173828,86645,prior,29,2,11,5.0
706452,110018,prior,31,2,10,17.0
1561167,136300,prior,19,6,21,3.0
262027,61800,prior,24,0,14,8.0
3338256,180434,prior,41,6,10,7.0
252309,3164,prior,2,0,15,3.0
2411227,185155,prior,31,1,11,7.0
993142,175184,prior,4,5,18,30.0
25728,128677,train,8,5,14,30.0
919846,72328,prior,4,5,17,3.0
311906,26302,prior,2,6,12,6.0
3057318,112943,prior,6,1,12,8.0
646693,29544,prior,5,1,11,24.0
2411296,205466,prior,5,2,17,5.0
1734088,17042,prior,9,5,20,4.0
369389,13643,prior,14,4,12,7.0
3012411,189831,prior,18,2,11,19.0
2067025,176951,prior,96,5,15,0.0
2643598,105651,prior,53,2,19,5.0
864166,55286,prior,43,3,20,3.0
2475180,90326,prior,17,6,11,3.0
2721186,33483,prior,37,1,8,6.0
1481515,188366,prior,13,6,8,5.0
700466,96543,prior,3,5,15,11.0
1248757,128307,prior,2,1,18,8.0
2689891,48551,prior,9,2,12,7.0
752006,64197,prior,16,4,19,3.0
193733,122864,prior,10,3,15,26.0
938527,131920,prior,6,5,0,8.0
3208249,132298,prior,86,2,15,1.0
18464,5006,prior,1,6,17,
2702217,28626,prior,13,2,12,3.0
2741878,38581,prior,1,5,8,
713883,108301,prior,7,3,18,30.0
718837,62323,prior,3,0,17,30.0
3315794,125129,prior,29,5,15,0.0
1420983,47586,prior,31,2,16,4.0
602605,46052,prior,3,3,13,22.0
1822390,61765,prior,2,6,9,13.0
2967737,124978,prior,7,2,8,8.0
2199796,160078,prior,12,1,12,13.0
2482514,57451,prior,2,6,1,22.0
503667,48599,prior,26,1,8,4.0
2631278,163933,prior,25,5,14,7.0
547062,144048,prior,5,3,13,27.0
1216152,7355,prior,1,0,8,
2302358,189549,prior,22,3,7,9.0
76771,191418,prior,6,3,7,3.0
1140832,130021,prior,9,5,21,21.0
2765263,147744,prior,17,0,13,19.0
3180427,155010,prior,15,0,16,22.0
76688,157726,prior,6,2,16,5.0
910502,81379,prior,13,2,10,1.0
2397688,121513,prior,7,4,11,1.0
1822836,115810,prior,2,0,13,30.0
1001854,14919,prior,10,0,12,6.0
3347077,66357,prior,26,0,17,7.0
3111276,147631,prior,5,3,14,10.0
708491,127776,prior,75,1,16,2.0
371211,23428,prior,17,1,8,21.0
1949975,58248,prior,6,2,18,15.0
1140379,46202,prior,1,6,12,
312249,104403,prior,15,4,15,21.0
2140802,126955,test,5,0,13,9.0
2117617,5174,prior,6,3,21,6.0
488221,68340,prior,2,4,20,9.0
3035290,148919,prior,15,3,11,5.0
62057,182604,train,14,2,22,0.0
2093753,85111,prior,5,0,13,30.0
1373895,157707,prior,25,4,16,26.0
966234,35754,prior,18,6,9,24.0
309074,166795,prior,7,1,9,7.0
2730630,30223,prior,6,4,11,15.0
2253360,75462,prior,32,6,12,7.0
2851881,178252,prior,38,6,8,1.0
1687342,204227,prior,2,4,20,8.0
287849,48556,prior,3,5,19,6.0
2419531,127177,prior,6,2,16,9.0
1853982,28159,prior,14,4,18,3.0
731228,49435,train,14,1,17,6.0
1331659,6869,prior,12,6,22,30.0
1667938,121684,prior,7,4,18,5.0
1943209,140930,prior,8,3,13,16.0
91017,109406,prior,12,1,18,30.0
2910674,61082,prior,17,3,16,9.0
427991,8666,prior,11,0,14,30.0
59098,196537,prior,6,0,15,2.0
1199372,97550,prior,18,1,7,7.0
2984671,108838,prior,8,2,12,1.0
2949124,124176,prior,14,4,16,13.0
3301258,99569,prior,65,5,11,8.0
2408399,23834,prior,14,1,21,23.0
1949177,192387,prior,8,3,18,15.0
2698582,189471,prior,31,2,11,15.0
2328308,67740,prior,84,3,17,3.0
2221425,157640,prior,4,5,18,10.0
578188,144796,prior,13,2,11,8.0
948438,29390,test,34,5,12,5.0
153637,114443,prior,6,5,7,7.0
2258992,198750,prior,3,6,14,7.0
970009,162863,prior,23,6,10,8.0
3105771,99590,prior,5,2,9,7.0
3004480,182013,test,10,6,13,30.0
119833,66243,prior,3,1,22,30.0
879975,136807,train,9,1,15,30.0
1506060,51236,prior,2,3,15,14.0
3417904,63499,train,6,5,10,11.0
1729361,112299,prior,6,6,13,4.0
1195895,54492,prior,3,5,16,30.0
38916,66953,prior,3,6,9,20.0
3084990,112972,prior,7,3,10,12.0
1299281,127849,prior,15,6,12,7.0
2679220,119740,prior,13,6,9,30.0
2998806,63424,prior,14,5,14,10.0
659035,13554,train,29,2,15,7.0
156850,65609,prior,2,0,12,8.0
1398142,200599,prior,7,2,16,17.0
3008621,144166,prior,9,4,10,7.0
2041583,102456,prior,12,1,15,6.0
2407106,141128,prior,19,1,15,23.0
2394027,84417,prior,33,1,13,9.0
755051,91332,prior,3,0,11,3.0
1211725,110735,prior,32,6,10,9.0
3109288,81760,prior,3,3,18,30.0
2302655,102573,prior,28,4,19,3.0
1395300,26397,prior,4,0,18,0.0
1029351,130073,prior,24,1,9,4.0
1266617,62818,prior,3,2,11,22.0
2233458,148965,prior,37,2,9,3.0
3133046,141850,prior,21,1,7,8.0
82985,203025,prior,8,0,11,8.0
605210,45180,prior,34,6,16,28.0
1091424,150437,prior,8,1,10,6.0
125746,79028,prior,6,5,13,8.0
1674578,89574,prior,7,3,14,8.0
3134479,49200,prior,2,1,14,1.0
2661870,37636,prior,8,5,23,2.0
1683825,28905,prior,30,4,9,4.0
1963100,65389,prior,34,1,7,8.0
2958939,51482,prior,2,4,17,3.0
2013292,164103,prior,17,4,12,7.0
714830,70475,prior,8,5,13,4.0
1123509,200130,prior,10,6,8,13.0
24796,35243,prior,1,5,12,
3076760,98851,prior,10,0,19,5.0
901983,184933,prior,10,6,15,2.0
2242371,141434,prior,26,3,23,3.0
2997319,158317,prior,8,5,10,11.0
2965708,124165,prior,15,5,16,14.0
1123146,98747,prior,2,0,11,18.0
285701,123780,prior,18,0,10,8.0
2111382,88150,prior,76,4,16,3.0
2386403,7600,prior,23,5,15,7.0
1921858,112672,prior,1,6,12,
2841204,43027,prior,14,4,16,4.0
1742613,169107,prior,21,4,16,0.0
875958,161770,prior,37,0,12,7.0
2315276,163410,prior,5,5,16,11.0
1020414,196868,prior,11,4,16,30.0
309486,3406,prior,1,6,13,
751235,72281,prior,24,1,17,20.0
1709649,203421,prior,13,0,16,7.0
2683559,166817,prior,6,3,17,3.0
1093979,103295,prior,4,5,21,30.0
2513558,161401,prior,58,2,10,3.0
1080745,199535,prior,23,4,12,12.0
2220897,114861,prior,3,6,18,8.0
2338256,159791,prior,77,2,10,3.0
394505,48473,prior,8,2,2,6.0
2466951,111081,prior,4,3,17,7.0
3042096,23202,prior,15,1,12,5.0
750421,62784,prior,4,5,8,11.0
235548,44961,prior,3,2,11,30.0
1798370,49791,prior,10,0,11,3.0
428978,82402,prior,17,1,15,28.0
2656521,183489,prior,9,2,8,28.0
2495701,99569,prior,19,5,7,3.0
479531,191645,prior,3,3,15,13.0
496899,12834,prior,16,0,14,15.0
1681107,111283,prior,33,4,13,10.0
3002320,171542,prior,6,4,18,11.0
39862,96635,prior,10,6,15,2.0
363023,159277,prior,20,2,15,1.0
1014849,201351,prior,2,4,17,21.0
313208,90031,prior,4,6,12,10.0
3070255,32822,prior,1,1,11,
1472969,111395,prior,13,1,14,7.0
2998240,192797,prior,15,3,8,6.0
1647451,52477,prior,16,1,23,5.0
2920358,179124,prior,2,0,15,14.0
1060193,171698,prior,14,5,8,12.0
664349,148742,prior,1,6,21,
1869938,35360,prior,21,2,17,30.0
3017614,107895,prior,37,2,13,1.0
665717,8779,prior,20,1,15,5.0
1195451,84807,prior,11,1,10,17.0
1120928,83319,prior,20,3,11,15.0
1625511,168536,prior,6,6,9,12.0
2625265,152968,prior,44,3,10,16.0
238701,153097,prior,5,3,15,10.0
1310192,111313,prior,29,1,10,4.0
1002907,58205,prior,2,1,8,8.0
1496761,95569,prior,17,1,7,5.0
2659815,169368,prior,48,6,10,7.0
287612,41316,prior,26,1,9,7.0
2094395,82109,prior,2,6,13,6.0
152186,63537,test,5,2,12,5.0
2941443,166102,prior,50,6,15,19.0
658777,136834,prior,26,0,19,7.0
1538956,127019,prior,4,4,18,30.0
2486030,26217,prior,29,1,17,7.0
2948748,150390,prior,5,4,14,6.0
2736893,182187,prior,6,5,12,2.0
1553094,185382,prior,17,2,15,19.0
194625,33926,prior,44,3,14,6.0
2710409,134199,prior,29,1,17,6.0
1840793,142735,prior,39,1,9,8.0
189914,156681,prior,1,2,19,
1315604,188756,prior,25,0,13,2.0
2230095,71131,prior,42,1,10,6.0
2716200,56387,prior,45,4,8,6.0
2597856,70691,prior,6,6,17,30.0
115090,156118,prior,5,1,20,19.0
1677712,95898,prior,70,3,9,9.0
372239,66581,prior,27,3,10,2.0
1498974,111972,prior,29,5,14,3.0
2786296,65191,prior,19,4,15,16.0
3026391,97922,test,4,0,10,30.0
2402164,201221,prior,25,1,7,5.0
2666561,93266,prior,9,3,21,3.0
854923,65924,prior,12,2,9,8.0
99231,139797,prior,1,1,11,
3390690,99548,prior,5,4,12,6.0
964580,127529,prior,1,0,20,
1150925,120633,prior,47,4,20,2.0
298223,81314,prior,60,4,17,2.0
756555,46316,prior,19,1,16,7.0
1486221,36630,prior,6,6,10,5.0
2543042,201498,prior,33,0,20,2.0
2857096,36410,prior,14,6,11,7.0
2571665,79454,prior,9,4,19,9.0
1966046,109963,prior,30,5,12,4.0
242168,41003,prior,14,3,19,7.0
1130641,153085,prior,4,3,16,30.0
2167887,177128,prior,19,0,15,13.0
3275137,194850,prior,13,2,12,5.0
1541880,108467,prior,80,2,12,3.0
670252,148456,prior,2,0,10,7.0
170909,182049,prior,1,6,19,
1587716,166136,prior,85,0,9,4.0
812381,180752,prior,27,1,8,5.0
2732585,125472,prior,19,1,19,5.0
291360,30096,prior,78,5,16,2.0
2106668,96661,prior,7,6,12,10.0
3060470,147864,prior,3,5,6,30.0
1419278,190110,prior,10,3,10,15.0
137651,11062,prior,26,0,20,7.0
1210693,202820,prior,36,2,11,3.0
161601,131240,prior,6,1,12,6.0
140533,53072,prior,10,0,17,7.0
2791155,165560,prior,10,0,8,8.0
1164923,146139,prior,5,6,14,21.0
2187985,39529,prior,5,4,18,17.0
260989,83127,prior,32,4,10,16.0
1886386,104330,prior,3,2,21,30.0
1793732,35901,train,26,5,14,7.0
2998116,59872,prior,6,1,10,30.0
3042386,187621,prior,8,0,13,30.0
2887092,102288,prior,35,2,6,4.0
2446540,98485,prior,1,1,14,
60006,114041,prior,57,2,14,8.0
306195,164602,train,6,6,13,7.0
2929915,2959,prior,1,4,9,
1939693,185674,prior,12,2,18,9.0
3344960,43291,prior,43,0,8,8.0
2623499,141259,prior,14,2,15,8.0
207092,116344,prior,27,0,9,7.0
1282639,75932,prior,5,6,10,30.0
120542,31334,prior,6,6,11,7.0
2489502,87652,prior,37,2,12,6.0
1994651,155498,prior,15,5,14,2.0
1500950,191301,prior,5,0,11,12.0
2546026,192218,prior,33,0,9,8.0
2792268,201576,prior,33,1,8,25.0
2586346,120523,train,5,6,9,10.0
883,123765,prior,30,3,8,7.0
2003152,205372,prior,8,1,10,27.0
3096824,142688,prior,2,1,18,29.0
1470989,43298,prior,2,5,13,30.0
2929469,46934,prior,19,1,15,3.0
3158485,24216,test,4,0,17,24.0
434497,82290,prior,16,4,8,21.0
230313,149749,prior,1,6,13,
2099392,130744,prior,14,4,7,4.0
632187,65310,prior,31,3,13,2.0
1330442,106022,prior,5,4,13,14.0
1369746,34204,prior,27,5,9,3.0
2829951,61019,test,4,2,18,12.0
2680956,31809,prior,1,5,7,
2970044,128924,prior,25,6,17,7.0
1302561,84918,prior,5,4,14,30.0
315013,173579,test,7,1,18,13.0
2552077,199833,prior,9,4,12,2.0
2890155,200697,prior,1,0,11,
563974,85810,prior,3,6,13,13.0
555843,8858,prior,7,0,20,28.0
906391,98313,train,5,1,17,13.0
1846896,41492,prior,3,6,11,12.0
2735443,18909,prior,2,1,11,6.0
716295,31840,prior,3,5,16,7.0
245272,179603,prior,18,5,18,30.0
317796,21163,prior,77,5,19,1.0
3047356,173152,prior,13,3,10,5.0
2785928,67870,prior,56,6,19,1.0
956607,170128,prior,23,1,20,11.0
2259780,141552,prior,47,1,7,10.0
486172,45109,prior,2,2,13,0.0
3211091,150047,prior,13,4,12,2.0
92319,44776,prior,8,0,10,11.0
2252676,16312,prior,16,6,19,1.0
2477815,151163,prior,16,6,14,3.0
2940202,204391,prior,3,4,13,6.0
2873880,150649,prior,6,0,17,16.0
539404,48197,prior,4,6,20,13.0
1834698,79191,prior,4,5,17,6.0
3304162,203277,prior,8,2,11,10.0
760817,98879,prior,65,4,15,3.0
1963990,112459,prior,9,6,13,14.0
708957,114564,prior,17,1,14,5.0
2185146,89618,prior,1,2,22,
1533193,52692,prior,17,6,14,7.0
3278131,190453,prior,10,6,11,3.0
1258268,106418,prior,31,1,18,5.0
1266964,189889,prior,40,2,9,5.0
2553419,95565,prior,9,6,13,6.0
306088,26562,prior,2,6,16,4.0
2880620,85445,prior,1,6,12,
1307393,86532,prior,14,6,8,11.0
2954971,159480,prior,4,3,14,6.0
1289690,134266,test,8,4,9,29.0
1829451,98706,prior,4,2,14,30.0
2931874,54251,prior,3,3,14,3.0
980339,180837,prior,6,5,17,24.0
2022047,115590,prior,25,0,12,6.0
2537693,93583,prior,7,4,12,3.0
786357,114322,prior,76,1,14,4.0
2533539,150939,prior,17,1,10,8.0
2296434,90150,test,34,6,17,21.0
787653,58729,prior,2,2,21,9.0
1905103,64761,prior,37,0,9,3.0
1565819,5994,prior,31,4,9,6.0
2798748,8096,train,23,1,9,10.0
3381768,191922,prior,10,4,17,30.0
213672,5531,prior,8,3,18,21.0
1882484,84448,prior,15,0,15,13.0
1840173,49359,train,22,5,6,11.0
2015191,178841,prior,6,4,17,30.0
698420,173714,prior,21,0,12,7.0
238076,39156,prior,8,6,11,11.0
1735111,92345,prior,33,1,17,7.0
1280651,36416,prior,4,2,10,22.0
2333064,23153,prior,1,3,18,
2009570,42048,prior,7,3,12,9.0
3272629,127696,prior,4,6,13,6.0
1202349,71024,prior,4,6,20,4.0
2552603,37591,prior,20,4,16,10.0
1876340,54017,prior,1,0,10,
1218259,31837,prior,2,5,15,30.0
1651615,104242,prior,40,5,11,7.0
545179,80207,prior,3,5,7,30.0
14415,94792,prior,13,0,18,2.0
663157,24768,prior,35,3,20,4.0
2812701,18412,prior,73,4,22,3.0
1142054,58781,train,18,4,17,30.0
878520,21203,prior,15,2,15,5.0
184493,123605,prior,3,0,10,6.0
1635015,103337,prior,1,0,19,
1710879,153542,prior,47,1,8,6.0
26809,81252,train,19,1,6,30.0
620681,130575,prior,2,2,19,9.0
2302668,143415,prior,18,3,18,7.0
356353,32718,train,9,2,17,8.0
1391223,150938,prior,7,0,13,13.0
207800,108441,prior,49,3,17,3.0
1980034,119973,prior,1,2,10,
741213,5156,prior,1,4,15,
421348,51799,prior,15,3,14,3.0
441185,80564,prior,1,2,11,
892764,106379,prior,24,0,16,8.0
2545494,196744,prior,2,4,9,13.0
1408275,89473,train,15,1,16,14.0
3331495,168853,prior,8,0,9,4.0
538061,54692,prior,3,0,17,16.0
2986756,182758,prior,8,2,9,30.0
241693,141003,prior,9,2,12,6.0
2880046,14577,prior,9,1,14,17.0
1397624,38306,prior,2,6,15,11.0
232323,65065,prior,51,3,10,12.0
1519964,50202,prior,4,2,20,17.0
1258579,162205,prior,10,6,11,13.0
2161084,137080,prior,33,3,9,2.0
2105634,168353,prior,7,4,16,6.0
1735070,53456,prior,8,1,7,11.0
1838784,153524,prior,9,3,11,2.0
235956,16313,prior,53,4,12,2.0
1404396,191334,prior,8,3,14,21.0
1633852,129582,prior,4,4,15,24.0
3084191,188048,prior,5,0,17,9.0
3277640,177279,prior,10,2,14,14.0
1759871,151982,train,5,5,18,30.0
121284,14723,prior,4,0,14,30.0
759703,33612,prior,11,2,13,15.0
2133727,182568,prior,15,2,19,8.0
1268071,140595,prior,69,4,9,3.0
1842310,88002,prior,32,3,16,14.0
519568,159421,prior,11,4,12,8.0
665447,125912,prior,7,3,16,1.0
2337000,51141,prior,93,1,8,7.0
1630004,141881,prior,26,4,20,9.0
1658482,162611,prior,42,1,7,5.0
2118872,65904,prior,8,3,11,4.0
1521760,27389,prior,17,5,10,9.0
132285,74732,test,4,0,21,30.0
1206637,101037,test,5,0,11,8.0
129562,98998,prior,5,6,10,13.0
1431975,113718,prior,3,2,13,30.0
2494334,97923,prior,10,0,17,2.0
802018,174847,prior,45,0,9,30.0
1846701,166446,prior,16,5,16,4.0
1989541,33804,prior,10,6,9,30.0
1650452,152899,prior,4,2,17,30.0
1150750,176212,prior,46,6,12,6.0
2605690,83735,prior,8,1,12,10.0
2633316,87376,prior,4,0,14,7.0
3081716,43632,prior,7,0,17,30.0
224724,205908,prior,43,3,17,3.0
2676989,175646,prior,11,4,16,2.0
907486,200031,prior,2,5,13,15.0
1836883,30406,prior,2,6,8,20.0
1899322,138245,prior,3,2,11,22.0
3333157,44235,prior,27,6,13,7.0
1657481,8816,prior,17,6,19,1.0
1147519,96931,prior,14,3,7,30.0
1402820,11679,prior,19,1,4,4.0
393884,78993,prior,12,1,10,20.0
1700848,174041,prior,9,0,15,20.0
91192,152804,prior,2,0,15,11.0
545350,42232,prior,8,3,16,9.0
2955262,82330,prior,15,1,12,7.0
2085030,196690,prior,1,0,17,
1187212,14883,prior,2,3,20,5.0
2078908,44486,prior,20,3,11,3.0
1070755,62287,test,48,3,16,3.0
1737791,179868,train,4,2,11,0.0
424872,67321,prior,6,1,19,1.0
544139,26935,prior,41,4,8,3.0
777612,81965,prior,75,6,19,7.0
332702,158573,prior,6,4,18,8.0
259244,190007,prior,2,0,17,30.0
2983599,74442,prior,18,4,9,6.0
2935065,103306,prior,12,0,19,7.0
2100145,70787,prior,25,1,12,30.0
3118641,178509,prior,8,1,9,8.0
3241901,127165,prior,1,3,23,
2969412,88043,prior,17,3,14,20.0
1023301,175397,prior,3,2,11,7.0
3410918,155213,prior,25,0,12,21.0
1513055,155061,prior,9,6,11,19.0
3255266,138183,prior,13,4,12,7.0
2362196,121593,prior,25,6,0,3.0
993632,58662,prior,8,4,19,0.0
3209155,51390,prior,4,1,12,19.0
1994773,183126,prior,16,0,16,2.0
2618702,144643,prior,4,5,11,12.0
1038477,199173,prior,17,0,15,7.0
46822,63534,prior,11,4,10,5.0
3171406,108450,test,4,3,10,21.0
296423,42575,prior,8,5,15,3.0
2831508,206206,prior,55,0,16,13.0
1884179,144593,prior,11,3,9,9.0
2286943,201523,prior,13,3,20,6.0
2467400,8349,prior,42,2,16,6.0
1038090,171762,prior,25,4,14,7.0
3193485,9535,prior,2,4,21,21.0
2335826,10962,prior,3,1,11,7.0
1151362,159115,prior,91,3,18,4.0
748971,170888,prior,10,3,11,2.0
1641792,83423,train,15,1,9,7.0
1767489,171645,test,5,3,16,30.0
2813513,131834,prior,6,1,7,17.0
567455,56438,prior,18,0,9,7.0
1331393,41085,prior,39,1,8,3.0
1788684,42028,train,8,2,8,0.0
1355507,127451,prior,10,5,20,7.0
2526617,80687,prior,1,4,13,
3166625,105345,prior,6,0,13,8.0
2406908,93592,prior,17,1,20,8.0
2773906,174139,prior,31,6,18,15.0
3381544,91402,prior,3,6,17,30.0
1686220,29687,prior,7,4,20,3.0
1611078,22276,prior,2,5,14,17.0
3033864,65367,prior,3,2,17,9.0
554870,190219,prior,38,6,8,6.0
2137401,185318,prior,65,2,14,10.0
2952970,166353,prior,1,2,16,
1459065,178359,prior,6,1,16,5.0
866918,38553,prior,47,4,16,3.0
608481,30096,prior,53,2,17,1.0
1671114,175620,prior,28,1,10,10.0
901388,202939,prior,65,4,8,1.0
3381904,161508,prior,14,0,16,1.0
3101101,156050,prior,27,6,15,8.0
2523479,34631,prior,10,5,14,14.0
2394613,153751,prior,2,2,9,15.0
389444,26314,prior,28,5,11,5.0
240322,167776,prior,1,5,17,
